Información relacionada a:,Prestaciones en especie y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DESCRIPCIÓN DE LAS PRESTACIONES EN ESPECIE","PERIODICIDAD DE LAS PRESTACIONES EN ESPECIE"
198439260,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198442166,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198442140,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432774,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434263,"11/08/22","11/08/22","VALE DE DESPENSA DOCENTE","CUATRIMESTRAL"
198438262,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433931,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198425585,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422073,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422362,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422520,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422522,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422523,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422525,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422550,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422551,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422552,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422553,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422555,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422586,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422590,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422591,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422628,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422629,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422632,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422677,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422678,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422679,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422681,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422731,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422732,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422733,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422734,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422735,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422856,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422857,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422858,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422859,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422860,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422861,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423355,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423427,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423513,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423514,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423515,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423516,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423517,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423566,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423568,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423571,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423626,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423627,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423629,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423630,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423631,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423692,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423693,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423694,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423695,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423696,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198420988,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421262,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421263,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421265,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421266,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421267,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421352,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421353,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421354,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421356,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421357,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421444,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422526,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422527,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422528,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422529,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422530,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422531,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422556,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422558,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422559,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422560,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422561,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422592,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422593,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422594,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422595,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422596,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422634,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422635,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422686,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422687,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422736,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422737,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422738,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422739,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422740,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422862,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423096,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423097,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423098,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423099,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423473,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423518,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423519,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423520,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423521,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423522,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423572,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423573,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423575,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423632,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423633,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423636,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423697,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423698,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423699,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423700,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423701,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423702,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198426126,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198420900,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421268,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421269,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421271,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421272,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421273,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421358,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421359,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421360,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421361,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421362,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422275,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422509,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422510,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422511,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422512,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422532,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422533,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422534,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422536,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422537,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422562,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422563,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422564,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422565,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422566,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422567,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422598,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422599,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422600,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422601,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422602,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422603,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422640,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422642,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422643,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422689,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422690,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422743,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422745,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422746,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423102,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423103,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423104,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423106,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423107,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423479,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423524,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423525,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423526,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423528,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423529,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423578,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423579,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423581,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423582,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423583,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423641,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423642,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423643,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423704,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423705,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423706,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423707,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421274,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421275,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421277,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421278,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421279,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421364,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421365,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421366,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421367,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421368,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421369,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421457,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422380,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422514,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422515,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422516,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422517,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422518,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422519,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422538,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422539,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422540,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422542,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422543,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422568,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422569,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422570,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422571,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422572,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422573,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422604,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422605,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422606,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422607,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422608,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422609,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422648,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422698,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422699,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422748,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422749,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422750,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422751,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422752,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422753,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423111,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423112,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423342,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423443,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423530,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423533,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423534,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423535,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423584,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423585,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423586,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423589,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423645,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423646,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423710,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198423713,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198424719,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198424720,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198424721,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198424722,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198424723,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198424724,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421008,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421105,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421280,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421281,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421282,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421283,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421284,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421285,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421370,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421371,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421372,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421373,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421374,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421375,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421464,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421465,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422291,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422384,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422386,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422544,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422546,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422547,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422549,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422574,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422575,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422576,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422577,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422578,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422579,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422610,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422611,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422612,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422613,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422614,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422615,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422653,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198422700,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
